SerialNumber,Customer,Product,StartDate,EndDate
4435397837,John Doe,Laptop,2023-07-04,2024-01-15
IG27159741,John Doe,Smartphone,2023-12-12,2025-11-12
FY25055389,Emily Davis,Smartphone,2023-08-26,2024-09-07
TD18940023,Emily Davis,Smartphone,2023-10-18,2024-05-04
CMZCVXNKFV,Emily Davis,Smartphone,2023-09-25,2024-08-26
2747170809,Emily Davis,Headphones,2023-01-07,2023-07-14
FQ85390351,Jane Smith,Tablet,2023-09-24,2024-09-15
1683493692,Jane Smith,Smartwatch,2023-08-10,2024-05-16
QQ90264990,John Doe,Tablet,2023-06-15,2024-08-01
MHRQMMSUNEJN,Michael Johnson,Smartwatch,2023-05-25,2024-03-04
OY96801656,Jane Smith,Smartphone,2023-09-16,2025-08-08
VAOKRLWPR,David Brown,Smartphone,2023-12-14,2025-03-13
CV90231831,John Doe,Smartwatch,2023-04-19,2024-05-29
UV2088277,David Brown,Smartwatch,2023-06-19,2024-03-08
3229431649,David Brown,Laptop,2023-07-24,2024-03-21
RVHUPFAZS,Emily Davis,Tablet,2023-07-16,2025-01-12
IQNXPNWO,Jane Smith,Smartphone,2023-11-23,2025-03-15
9483536645,Emily Davis,Tablet,2023-07-04,2024-08-31
4557191544,Jane Smith,Smartwatch,2023-04-24,2023-11-29
IO83629586,Jane Smith,Headphones,2023-06-10,2025-05-08
LL97331956,Jane Smith,Tablet,2023-04-11,2025-01-05
8083058763,David Brown,Headphones,2023-03-17,2024-06-29
JP63234381,Jane Smith,Smartwatch,2023-09-30,2025-08-11
XYVTPUZU,Michael Johnson,Headphones,2023-12-01,2025-06-28
9249956735,John Doe,Laptop,2023-07-04,2024-08-13
9124636829,Michael Johnson,Laptop,2023-05-09,2024-03-04
1637487769,David Brown,Laptop,2023-06-12,2025-06-08
3974240262,Jane Smith,Laptop,2023-03-04,2024-11-17
QG16691147,Emily Davis,Smartwatch,2023-05-25,2024-09-14
552687577,David Brown,Smartwatch,2023-05-11,2024-04-15
JG22512156,Emily Davis,Tablet,2023-10-27,2024-10-15
TL6470828,David Brown,Laptop,2023-06-27,2024-11-08
AQOODEJWMP,Emily Davis,Laptop,2023-12-09,2024-07-14
1360547629,David Brown,Tablet,2023-01-05,2024-04-27
7979538311,Emily Davis,Tablet,2023-08-22,2024-12-29
8566054209,David Brown,Tablet,2023-01-07,2023-12-01
YCDAUCWM,John Doe,Headphones,2023-01-19,2023-11-12
5011907902,Jane Smith,Smartphone,2023-10-31,2024-07-14
RXVTPNWO,Jane Smith,Tablet,2023-12-31,2025-05-24
2599463975,John Doe,Smartphone,2023-08-04,2024-12-18
IR56900160,Michael Johnson,Laptop,2023-08-22,2024-06-05
5323653795,Michael Johnson,Smartwatch,2023-01-19,2023-11-21
UX28089317,Michael Johnson,Laptop,2023-05-10,2025-02-21
CF79181068,David Brown,Tablet,2023-07-19,2024-10-06
1882207081,Emily Davis,Tablet,2023-12-21,2025-01-24
CQ61641476,John Doe,Smartwatch,2023-08-30,2024-12-07
941253583,David Brown,Laptop,2023-01-12,2024-12-07
ZPGNNZXMUTE,David Brown,Laptop,2023-10-30,2025-09-26
FULBVABLDI,Jane Smith,Smartphone,2023-03-16,2024-11-29
DH46280159,Michael Johnson,Smartphone,2023-07-15,2025-03-03
RE77825251,Emily Davis,Smartwatch,2023-11-21,2025-07-04
RN40147776,Jane Smith,Smartphone,2023-09-08,2024-03-12
OF54140900,John Doe,Smartphone,2023-01-29,2024-09-17
OSXYLWOLDGEG,John Doe,Smartphone,2023-04-22,2023-11-24
4091650873,John Doe,Smartphone,2023-12-06,2025-01-28
ZI71069428,Emily Davis,Laptop,2023-02-20,2023-11-13
QK88813158,Emily Davis,Headphones,2023-09-27,2025-05-26
6351272828,John Doe,Headphones,2023-04-19,2025-04-11
FJ71819958,Michael Johnson,Tablet,2023-08-02,2024-07-12
3516602638,Emily Davis,Smartwatch,2023-12-17,2025-10-17
MIGJYYXO,David Brown,Smartphone,2023-06-23,2024-05-17
7728268722,David Brown,Smartwatch,2023-06-28,2024-08-07
5686534528,Jane Smith,Smartphone,2023-07-30,2024-02-12
ROJMSY,Michael Johnson,Headphones,2023-02-07,2024-12-18
RY531664,Emily Davis,Smartwatch,2023-07-28,2025-03-27
NM24715786,Jane Smith,Headphones,2023-08-20,2025-02-05
SH94044970,Emily Davis,Smartwatch,2023-12-17,2025-05-03
8954254370,Michael Johnson,Laptop,2023-11-29,2024-06-26
9655262859,Emily Davis,Laptop,2023-12-21,2025-01-23
8064423741,Michael Johnson,Smartwatch,2023-07-12,2024-06-06
BONVR,David Brown,Smartwatch,2023-07-25,2024-02-14
9805684468,David Brown,Smartwatch,2023-12-03,2024-10-15
8861261703,David Brown,Headphones,2023-01-31,2024-11-08
OO63104549,John Doe,Headphones,2023-10-03,2024-10-16
RY74475233,David Brown,Laptop,2023-05-25,2025-04-17
HQSNP,John Doe,Laptop,2023-03-27,2024-05-25
BV28791344,Emily Davis,Tablet,2023-02-10,2024-02-09
ZB81085612,Jane Smith,Headphones,2023-08-02,2025-07-02
5765294764,John Doe,Smartwatch,2023-06-09,2024-01-01
6175738670,John Doe,Laptop,2023-11-05,2025-07-22
7373141614,Emily Davis,Laptop,2023-09-21,2024-05-05
QG2194902,Emily Davis,Headphones,2023-06-18,2024-01-09
GF54675324,David Brown,Headphones,2023-11-23,2024-06-08
4156701845,Emily Davis,Tablet,2023-07-23,2024-05-22
LS28818344,Jane Smith,Tablet,2023-06-30,2025-05-22
IGZGF,David Brown,Smartwatch,2023-08-04,2024-05-16
YEVBUH,Jane Smith,Smartwatch,2023-02-10,2024-01-25
DI97528300,Michael Johnson,Smartwatch,2023-08-20,2024-07-21
CTYDM,Jane Smith,Smartphone,2023-12-01,2024-10-11
MRPGYD,Jane Smith,Tablet,2023-03-11,2023-10-05
6582198096,David Brown,Smartphone,2023-05-25,2024-01-20
ZS37592198,David Brown,Smartphone,2023-12-10,2025-02-20
BLQOFJTMYWN,David Brown,Headphones,2023-01-20,2023-07-27
KPHZFBRNDR,Jane Smith,Laptop,2023-12-29,2025-06-13
1524100664,David Brown,Tablet,2023-02-13,2025-01-25
3325389028,Jane Smith,Tablet,2023-04-19,2025-03-15
3384788017,Jane Smith,Smartphone,2023-03-29,2024-08-23
AJLODWRCW,John Doe,Laptop,2023-05-26,2025-04-04
6908602120,David Brown,Headphones,2023-01-28,2024-06-03
MG72695134,John Doe,Headphones,2023-01-20,2023-12-30
RLVNHCIFBKD,Jane Smith,Smartwatch,2023-12-13,2025-01-31
OE73061070,Jane Smith,Smartwatch,2023-11-09,2025-10-23
HPHFCMZF,Michael Johnson,Smartphone,2023-07-11,2024-12-02
3665728140,John Doe,Tablet,2023-06-20,2024-07-04
ROLGHBYHULEO,Emily Davis,Smartwatch,2023-11-20,2024-11-04
5638132099,Michael Johnson,Headphones,2023-08-09,2025-01-27
DIJHEGIDCPHT,Jane Smith,Laptop,2023-08-05,2024-10-06
JR76262594,Jane Smith,Headphones,2023-06-13,2024-04-11
IIQMUSJKKOVD,John Doe,Tablet,2023-09-26,2024-12-09
AAPYKOAXVBU,David Brown,Smartwatch,2023-09-18,2024-05-28
QP63745042,Emily Davis,Smartphone,2023-12-16,2025-06-15
VC90820329,Michael Johnson,Smartphone,2023-03-26,2023-10-14
TO85185426,Michael Johnson,Smartwatch,2023-06-05,2025-01-29
7695382134,Michael Johnson,Headphones,2023-03-15,2024-12-07
TVFRRVLKB,David Brown,Headphones,2023-09-18,2025-03-22
WE48424653,Michael Johnson,Tablet,2023-06-23,2024-08-16
3877477164,Jane Smith,Smartphone,2023-12-15,2025-07-10
NETPMRGCIWVF,Michael Johnson,Smartwatch,2023-01-02,2024-01-08
TLLGTHS,John Doe,Headphones,2023-04-10,2023-12-31
BC19325503,Jane Smith,Tablet,2023-09-02,2025-02-22
2122317609,Jane Smith,Tablet,2023-07-24,2024-05-09
1176030934,Jane Smith,Tablet,2023-09-11,2024-11-18
JY77449615,Michael Johnson,Smartwatch,2023-07-06,2024-06-17
YF65860707,David Brown,Smartphone,2023-08-19,2024-12-06
6071226377,Jane Smith,Smartphone,2023-09-21,2025-09-14
3045050723,John Doe,Smartphone,2023-08-30,2024-05-13
JA65554274,Michael Johnson,Headphones,2023-01-26,2023-07-30
WVPGUGB,Michael Johnson,Headphones,2023-05-21,2023-12-02
WU59330001,Emily Davis,Smartwatch,2023-07-10,2024-04-17
CT96368349,John Doe,Smartphone,2023-11-10,2025-03-31
3424725302,John Doe,Tablet,2023-06-22,2024-10-26
PI36202110,David Brown,Smartphone,2023-10-08,2024-11-05
PNPETAVNACF,Michael Johnson,Laptop,2023-07-14,2024-06-29
XZ73578563,Jane Smith,Smartwatch,2023-08-24,2025-04-12
CR53046606,Michael Johnson,Laptop,2023-10-13,2024-07-12
KOKJI,Jane Smith,Smartphone,2023-12-15,2025-06-17
2229848455,Jane Smith,Headphones,2023-03-30,2024-03-07
HE58382534,Jane Smith,Laptop,2023-10-16,2025-06-20
MCOWNEWBTMTU,Jane Smith,Smartphone,2023-03-22,2024-08-25
PPXJYUXPCXA,David Brown,Headphones,2023-08-08,2024-05-21
RESXQPZI,Michael Johnson,Smartphone,2023-12-20,2024-12-15
201986218,David Brown,Laptop,2023-08-19,2024-12-02
JV73986583,Michael Johnson,Headphones,2023-04-27,2025-04-11
NI55455916,Jane Smith,Smartwatch,2023-04-08,2024-10-21
IU81388641,Jane Smith,Smartphone,2023-07-01,2025-03-29
PLNGDH,Jane Smith,Smartphone,2023-09-11,2024-08-14
YNIKHIB,Jane Smith,Tablet,2023-11-09,2025-03-24
RO16906425,David Brown,Laptop,2023-02-22,2024-08-01
IT99869765,Emily Davis,Headphones,2023-08-14,2024-05-08
QZBNTMHK,Jane Smith,Smartwatch,2023-04-03,2025-03-17
ZPJPOQFLWD,Emily Davis,Laptop,2023-12-09,2025-04-23
NK83867845,David Brown,Smartphone,2023-06-20,2025-05-31
QY12572145,Michael Johnson,Tablet,2023-07-24,2025-03-24
8303189040,John Doe,Laptop,2023-01-26,2023-09-11
3551032449,Jane Smith,Smartwatch,2023-01-19,2023-09-21
OYKRV,Emily Davis,Smartphone,2023-06-02,2023-12-18
CKNJPK,David Brown,Laptop,2023-05-06,2024-07-23
2739197433,David Brown,Smartphone,2023-06-27,2024-08-23
4404780500,Michael Johnson,Smartwatch,2023-09-15,2025-01-03
NO55143603,John Doe,Smartphone,2023-10-18,2024-12-23
ET45975237,Michael Johnson,Laptop,2023-09-13,2025-05-10
UPRGZ,Jane Smith,Headphones,2023-02-10,2024-12-29
4180972931,Michael Johnson,Smartwatch,2023-10-05,2024-10-05
ATQLT,John Doe,Headphones,2023-12-15,2025-06-10
HU51702016,David Brown,Smartphone,2023-03-06,2024-03-23
3303035308,David Brown,Laptop,2023-05-10,2024-07-06
FF86340191,Michael Johnson,Headphones,2023-03-13,2024-06-02
XJ69755814,Michael Johnson,Smartwatch,2023-03-06,2025-01-10
3905658395,Emily Davis,Smartwatch,2023-10-15,2024-09-17
NS12716563,Michael Johnson,Tablet,2023-08-06,2024-03-06
2336219044,Emily Davis,Laptop,2023-11-10,2025-08-10
VD44189737,Jane Smith,Smartwatch,2023-11-11,2024-06-07
CK99032745,David Brown,Laptop,2023-09-28,2025-08-17
1374652245,John Doe,Tablet,2023-11-17,2025-04-06
KGQVVWN,Michael Johnson,Smartphone,2023-11-18,2025-05-31
RDUBVP,Michael Johnson,Laptop,2023-06-14,2024-07-28
RG6554112,David Brown,Tablet,2023-08-13,2024-12-23
ET28351142,David Brown,Smartphone,2023-10-14,2024-10-21
VVUOZKGKB,David Brown,Laptop,2023-10-09,2025-07-16
6963396075,Michael Johnson,Laptop,2023-06-04,2024-11-15
YBDSIJWC,Emily Davis,Laptop,2023-06-21,2025-02-09
IS5570524,Emily Davis,Smartphone,2023-01-19,2024-01-31
PXLQCVAHX,Jane Smith,Smartwatch,2023-09-20,2024-06-22
CW76530241,John Doe,Laptop,2023-08-01,2024-03-08
3086829254,David Brown,Headphones,2023-09-08,2024-05-30
819346419,Emily Davis,Smartwatch,2023-05-02,2024-04-30
2733745965,Emily Davis,Tablet,2023-06-16,2024-08-04
9838388400,Emily Davis,Smartphone,2023-07-03,2024-07-23
8630683648,Emily Davis,Smartphone,2023-01-07,2023-09-01
6176781315,John Doe,Headphones,2023-04-23,2024-09-13
TC20458315,John Doe,Smartwatch,2023-04-09,2024-11-22
SFKGC,Jane Smith,Smartphone,2023-11-05,2024-06-02
9305583494,Emily Davis,Laptop,2023-05-04,2025-02-12
2979509598,Michael Johnson,Smartwatch,2024-01-01,2025-04-11
2676497410,Jane Smith,Tablet,2023-09-27,2024-09-14
JMGIZWHDQZ,Emily Davis,Smartphone,2023-03-03,2024-05-10
PLZFFM,David Brown,Headphones,2023-04-28,2023-12-01
892549533,David Brown,Tablet,2023-02-18,2024-03-09
ZCZILSJABN,Jane Smith,Tablet,2023-03-17,2023-11-18
LEYESVGNWD,John Doe,Smartwatch,2023-08-03,2024-02-27
BFFKSUHRZAU,David Brown,Smartphone,2023-09-20,2025-05-17
RR52416994,Emily Davis,Smartphone,2023-11-14,2025-02-03
FGPZVAGGWH,Michael Johnson,Laptop,2023-07-31,2025-06-01
GS72895326,Emily Davis,Headphones,2023-04-13,2024-11-18
7316481093,Emily Davis,Smartphone,2023-02-03,2024-08-30
UB27638144,David Brown,Tablet,2023-09-10,2024-06-25
VATTSIIVROCW,Jane Smith,Laptop,2023-06-23,2025-05-24
7604083050,Michael Johnson,Laptop,2023-04-15,2024-02-02
QE59053637,David Brown,Tablet,2023-06-17,2024-10-07
9946762539,John Doe,Laptop,2023-06-24,2025-03-21
LWAAQYVDNCL,John Doe,Laptop,2023-03-09,2023-11-22
PDHGGEBSUP,Michael Johnson,Tablet,2023-04-21,2025-01-16
HP92309616,Jane Smith,Tablet,2023-04-26,2024-06-28
8030325758,Michael Johnson,Headphones,2023-06-13,2024-09-29
MUOLGPCW,Jane Smith,Laptop,2023-01-15,2023-11-30
2810189296,Emily Davis,Smartphone,2023-10-08,2025-08-04
9562214589,Emily Davis,Headphones,2023-04-01,2024-02-07
4194138138,Michael Johnson,Laptop,2023-01-16,2024-07-25
1404659414,Jane Smith,Headphones,2023-02-19,2023-12-24
DGFXWYAARVAA,John Doe,Headphones,2023-02-13,2024-06-30
JN52391317,Emily Davis,Tablet,2023-01-22,2024-06-03
WR30227277,Michael Johnson,Headphones,2023-09-13,2025-07-19
185061950,Michael Johnson,Tablet,2023-08-29,2024-04-15
CYNGZQKBPK,David Brown,Laptop,2023-09-24,2024-09-10
HNDYH,Emily Davis,Tablet,2023-09-12,2024-05-30
8967771042,David Brown,Smartphone,2023-07-27,2024-07-08
VI12558624,Jane Smith,Smartwatch,2023-04-29,2024-11-25
3975227315,Jane Smith,Laptop,2023-03-22,2024-08-23
OLVPOSTSQIB,Michael Johnson,Smartwatch,2023-12-26,2024-12-05
5404443851,David Brown,Smartphone,2023-12-12,2025-05-27
FP49162195,David Brown,Laptop,2023-03-24,2025-02-26
HEYMM,Michael Johnson,Tablet,2023-01-08,2023-09-29
2127403325,John Doe,Smartwatch,2023-02-03,2024-12-07
6981515174,Emily Davis,Laptop,2023-11-30,2024-06-27
8163219891,Michael Johnson,Smartphone,2023-04-18,2025-02-18
DPHXVKZSADVD,John Doe,Laptop,2023-12-13,2025-06-03
PG43384543,Emily Davis,Smartwatch,2023-01-30,2024-05-05
9451764990,Jane Smith,Smartphone,2023-06-20,2025-05-19
RKRICZ,Michael Johnson,Smartwatch,2023-10-30,2024-08-28
7713081549,David Brown,Tablet,2023-03-10,2024-02-28
DZIFKE,Jane Smith,Smartwatch,2023-06-14,2024-12-27
XTUNQYSCQT,Michael Johnson,Laptop,2023-05-26,2024-07-10
4158220261,Michael Johnson,Smartphone,2023-08-08,2025-05-03
1694222257,Jane Smith,Laptop,2023-12-18,2024-08-09
VT31857631,John Doe,Headphones,2023-08-08,2025-04-25
GNUYUQJ,John Doe,Smartwatch,2023-10-23,2025-05-29
7225134171,John Doe,Laptop,2023-11-23,2025-06-09
881817504,Jane Smith,Tablet,2023-12-01,2024-09-18
ISQYTBUDGR,John Doe,Headphones,2023-03-06,2024-06-20
167460740,Emily Davis,Smartwatch,2023-08-29,2024-12-17
65948232,David Brown,Smartwatch,2023-10-01,2025-02-25
ZGKRCDF,Emily Davis,Laptop,2023-06-15,2024-12-31
MA13819559,Emily Davis,Laptop,2023-07-16,2024-01-22
EJ89661355,David Brown,Headphones,2023-06-18,2024-02-01
SY5586998,Michael Johnson,Tablet,2023-06-02,2024-02-01
8194044479,Michael Johnson,Smartwatch,2023-01-06,2024-11-06
TOFKQKXAXA,Michael Johnson,Smartwatch,2023-07-22,2024-10-09
KDOCHO,John Doe,Smartphone,2023-04-12,2024-09-03
DBPTNHVNK,John Doe,Smartphone,2023-03-11,2024-07-01
KP618597,David Brown,Smartwatch,2023-01-23,2024-08-15
GCXWCBZ,Emily Davis,Tablet,2023-02-17,2024-11-23
GRLDE,Michael Johnson,Smartwatch,2023-12-17,2025-02-06
343057290,Michael Johnson,Laptop,2023-05-11,2024-01-22
1103969931,Jane Smith,Smartphone,2023-05-24,2025-03-11
UQIPOFWDY,Emily Davis,Laptop,2023-10-31,2025-02-11
BI97834693,John Doe,Smartwatch,2023-04-07,2024-07-19
PT30116386,Emily Davis,Laptop,2023-11-13,2025-11-11
GG54865778,Michael Johnson,Tablet,2023-10-17,2024-07-20
7606670885,Michael Johnson,Smartwatch,2023-12-28,2025-05-03
EJLNATYHPSB,Jane Smith,Headphones,2023-11-28,2024-11-04
3598861540,Michael Johnson,Tablet,2023-02-12,2024-08-25
AX16166086,Michael Johnson,Tablet,2023-11-29,2025-07-04
HU656593,Emily Davis,Tablet,2023-04-15,2024-07-23
NV92864827,Michael Johnson,Smartwatch,2023-07-03,2024-08-25
NWHOIIGX,David Brown,Smartphone,2023-10-02,2025-02-14
IM59514579,David Brown,Headphones,2023-05-16,2024-03-19
3777764879,David Brown,Headphones,2023-06-12,2023-12-18
NWSEHI,David Brown,Headphones,2023-05-18,2024-04-21
ZD26030765,David Brown,Headphones,2023-02-18,2023-11-21
540279567,Jane Smith,Laptop,2023-08-11,2024-10-10
ND38429698,John Doe,Smartphone,2023-06-12,2024-06-17
QZJIZ,Jane Smith,Laptop,2023-06-03,2024-04-15
WI14385575,Jane Smith,Smartphone,2023-12-26,2024-09-07
CZ33063707,John Doe,Laptop,2023-04-09,2023-12-20
9801596512,John Doe,Smartphone,2023-03-08,2024-11-22
9519528245,David Brown,Headphones,2023-04-21,2025-04-04
MHUFBOJQDNM,David Brown,Smartphone,2023-05-29,2024-08-06
HT14979815,John Doe,Smartphone,2023-10-14,2025-09-13
5219248605,John Doe,Smartwatch,2023-04-28,2024-11-23
II4773409,David Brown,Smartwatch,2023-03-19,2024-01-16
PGJNURLHDLKG,Jane Smith,Tablet,2023-07-16,2024-08-13
2009209705,David Brown,Headphones,2023-03-04,2024-08-28
QZ12839677,Emily Davis,Tablet,2023-06-09,2025-01-16
4322171223,Michael Johnson,Laptop,2023-03-23,2024-04-22
EJ90994246,David Brown,Smartphone,2023-03-04,2025-02-26
